no,name,attributes,type_name,form_name,hp,atk,matk,def,mdef,spd,trait_name,trait_desc,bloodline_skill_names,own_skill_names,skill_stone_names,strong_against,weak_against,resist,resisted,detail_url,image
NO.260,乌拉塔（极夜的样子）,恶|冰,最终形态,地区形态,160,158,91,106,57,50,恶魔的晚宴,主动击败敌方精灵时，自己获得双攻+50%。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|鹰爪,雾气环绕|冰锥|诋毁|贪婪|当头棒喝|力量增效|丢冰块|恶意逃离|趁火打劫|冰晶坠|极限撕裂|滚雪球|暗突袭|花香|火焰冲锋|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|鹰爪|碰爪|灵媒|恶能量|械斗|星云漩涡|气势一击|快速移动|伺机而动|防御|复写|热身运动|崩拳|反击拳|提气|风矢|力量吞噬|跌落,伺机而动|力量吞噬|反击拳|复写|崩拳|快速移动|提气|气势一击|热身运动|跌落|连续爪击|防御|风矢,,虫|武|萌|火|地|机械,幽|龙|水|冰,,https://wiki.biligame.com/rocom/乌拉塔（极夜的样子）,https://lokewangguoshijie.com/pokemon/NO.260_乌拉塔（极夜的样子）.webp
NO.277,地鼠（储水期的样子）,地,Ⅰ阶,地区形态,59,71,23,61,57,60,警惕,回合结束时，若自己能量为0则脱离。,猛烈撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|溃烂触碰|水弹枪|风矢,抓挠|晒太阳|震击|石肤术|先发制人|防御|石锁|岩脉崩毁|泥浆铠甲|魔能爆|地刺|蓄势待发|裂石|抛石|花香|火焰冲锋|水弹枪|透射|跺地|冰爪|升龙咆哮|球状闪电|溃烂触碰|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|聒噪|精神扰乱|取念|三连破|泡沫|潮涌|洗礼|沙涌|连续毒针|毒囊|毒孢子|毒沼|飞断,三连破|取念|毒囊|毒孢子|毒沼|沙涌|泡沫|洗礼|潮涌|精神扰乱|聒噪|连续毒针|连续爪击|飞断,火|冰|电|毒,草|水|冰|武|机械,普通|火|翼|电|毒,草|武,https://wiki.biligame.com/rocom/地鼠（储水期的样子）,https://lokewangguoshijie.com/pokemon/NO.277_地鼠（储水期的样子）.webp
NO.278,遁鼠（储水期的样子）,地,Ⅱ阶,地区形态,79,94,30,82,77,80,警惕,回合结束时，若自己能量为0则脱离。,猛烈撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|溃烂触碰|水弹枪|风矢,抓挠|晒太阳|震击|石肤术|先发制人|防御|石锁|岩脉崩毁|泥浆铠甲|魔能爆|地刺|蓄势待发|裂石|抛石|花香|火焰冲锋|水弹枪|透射|跺地|冰爪|升龙咆哮|球状闪电|溃烂触碰|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|聒噪|精神扰乱|取念|三连破|泡沫|潮涌|洗礼|沙涌|连续毒针|毒囊|毒孢子|毒沼|飞断,三连破|取念|毒囊|毒孢子|毒沼|沙涌|泡沫|洗礼|潮涌|精神扰乱|聒噪|连续毒针|连续爪击|飞断,火|冰|电|毒,草|水|冰|武|机械,普通|火|翼|电|毒,草|武,https://wiki.biligame.com/rocom/遁鼠（储水期的样子）,https://lokewangguoshijie.com/pokemon/NO.278_遁鼠（储水期的样子）.webp
NO.279,遁地鼠（储水期的样子）,地,最终形态,地区形态,99,118,38,102,96,100,警惕,回合结束时，若自己能量为0则脱离。,猛烈撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|溃烂触碰|水弹枪|风矢,抓挠|晒太阳|震击|石肤术|先发制人|防御|石锁|岩脉崩毁|泥浆铠甲|魔能爆|地刺|蓄势待发|裂石|抛石|花香|火焰冲锋|水弹枪|透射|跺地|冰爪|升龙咆哮|球状闪电|溃烂触碰|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|聒噪|精神扰乱|取念|三连破|泡沫|潮涌|洗礼|沙涌|连续毒针|毒囊|毒孢子|毒沼|飞断,三连破|取念|毒囊|毒孢子|毒沼|沙涌|泡沫|洗礼|潮涌|精神扰乱|聒噪|连续毒针|连续爪击|飞断,火|冰|电|毒,草|水|冰|武|机械,普通|火|翼|电|毒,草|武,https://wiki.biligame.com/rocom/遁地鼠（储水期的样子）,https://lokewangguoshijie.com/pokemon/NO.279_遁地鼠（储水期的样子）.webp
NO.004,叶冕魔力猫,草,首领进化,首领形态,114,96,96,94,99,55,深层氧循环,使用草系技能后，回复15%生命。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|荆棘爪|霜降|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|溃烂触碰|蓄水|羽化加速,抓挠|休息回复|棘突|扫尾|藤绞|防御|徒长|叶绿光束|酶浓度调整|筛管奔流|盛开|孢子|仙人掌刺击|丰饶|光合作用|光能聚集|应激反应|精神扰乱|借用|晒太阳|摇篮曲|移花接木|纤维化|天光|透射|腐蚀酸液|毒孢子|剧毒|毒沼|瘴气喷射|腐化,借用|剧毒|天光|应激反应|摇篮曲|晒太阳|毒孢子|毒沼|瘴气喷射|移花接木|精神扰乱|纤维化|腐化|腐蚀酸液|透射|重击,水|地|光,火|冰|毒|虫|翼,水|地|电|光,火|龙|毒|虫|翼|机械,https://wiki.biligame.com/rocom/叶冕魔力猫,https://lokewangguoshijie.com/pokemon/NO.004_叶冕魔力猫.webp
NO.007,烈火战神,火,首领进化,首领形态,117,175,84,94,72,130,爆燃,使用火系技能后，获得双攻+30%。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰箭|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|鹰爪,猛烈撞击|火苗|力量增效|火焰切割|防御|吹火|晒太阳|怒火|持续高温|火云车|热身|闪燃|山火|锐利眼神|精神扰乱|复写|压扁|龙之利爪|扇风|龙卷风|乘风|风矢|暗突袭|力量吞噬|诋毁,乘风|力量吞噬|压扁|复写|扇风|暗突袭|精神扰乱|诋毁|锐利眼神|阻断|风矢|龙之利爪|龙卷风,草|冰|虫|机械,水|地,草|冰|虫|机械|萌,水|地|龙,https://wiki.biligame.com/rocom/烈火战神,https://lokewangguoshijie.com/pokemon/NO.007_烈火战神.webp
NO.010,圣水守护,水,首领进化,首领形态,125,67,141,104,145,85,浪潮,使用水系技能后，全技能能耗-2。,防反|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|淤泥表皮|毒沼|水弹枪|羽翼庇护,防御|拍击|甩水|气泡|水炮|洗礼|泡沫幻影|涌泉|落雨|潮汐|天洪|魔能爆|借用|有效预防|嗜痛|吓退|水波术|冰天雪地|冰墙|冷风|寒风吹|速冻|多维击打,借用|冰墙|冰天雪地|冷风|吓退|嗜痛|多维击打|寒风吹|有效预防|水波术|突袭|速冻|魔能爆,火|地|机械,草|电,火|机械,草|冰|龙,https://wiki.biligame.com/rocom/圣水守护,https://lokewangguoshijie.com/pokemon/NO.010_圣水守护.webp
NO.011,鸭吉吉国王,普通,首领进化,首领形态,136,135,50,79,64,105,“国王”的威严,鸭吉吉国王的种族资质大幅增加，能耗为1的技能威力+50%。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|透射|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,猛烈撞击|力量增效|扫尾|防御|休息回复|旋转突击|咆哮|吓退|见招拆招|伺机而动|热身运动|吨位压制|快速移动|主场优势|精神扰乱|防反|复写|三连破|摇篮曲|反击拳|破绽|缠丝劲|提气|乘风|风矢|飞羽,三连破|主场优势|乘风|冲撞|反击拳|复写|提气|摇篮曲|破绽|精神扰乱|缠丝劲|防反|风矢|飞羽,,武,幽,幽|机械|地,https://wiki.biligame.com/rocom/鸭吉吉国王,https://lokewangguoshijie.com/pokemon/NO.011_鸭吉吉国王.webp
NO.020,霜翼领主,翼,首领进化,首领形态,90,142,63,108,74,115,破空,若先于敌方攻击，本次技能威力+75%。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冷风|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,力量增效|啄击|先发制人|乘风|防御|扇风|羽化加速|闪击|风起|俯冲猛击|快速移动|羽刃|龙卷风|伺机而动|借用|以重制重|热身运动|有效预防|水刃|蓄水|潮涌|水幕冲击|冰雹|冰爪|速冻|疾风刺|撕咬,以重制重|伺机而动|借用|偷袭|冰爪|冰雹|撕咬|有效预防|水刃|水幕冲击|潮涌|热身运动|疾风刺|蓄水|速冻,草|虫|武,冰|电,草|虫|武,龙|电|机械|地,https://wiki.biligame.com/rocom/霜翼领主,https://lokewangguoshijie.com/pokemon/NO.020_霜翼领主.webp
NO.029,迷障布莱克,地,首领进化,首领形态,125,139,52,164,154,70,地脉馈赠,突破能量上限并立即回复10能量，入场前己方精灵每放1次地系技能，回复3能量。,,防御|跺地|力量增效|岩脉崩毁|硬化|石锁|蓄势待发|吨位压制|壁垒|岩土暴击|地震|沙涌|地刺|不动如山|复写|后发制人|有效预防|嗜痛|吓退|遁地|惊吓盒子|降灵|报复|诡刺|极限撕裂|虚假破产,偷袭|复写|后发制人|有效预防|嗜痛|吓退|遁地|惊吓盒子|降灵|报复|诡刺|极限撕裂|虚假破产,火|冰|电|毒,草|水|冰|武|机械,普通|火|翼|电|毒,草|武,https://wiki.biligame.com/rocom/迷障布莱克,https://lokewangguoshijie.com/pokemon/NO.029_迷障布莱克.webp
NO.035,幻影荆棘,幽|草,首领进化,首领形态,125,96,96,72,134,80,大捞一笔,回合结束时，偷取所有敌方精灵2能量。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|引燃|灵媒|荆棘爪|霜降|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|诡刺|勾魂|汲取|聚盐|刺藤|根吸收|虚化|坟场搏击|降灵|花香|恶作剧|幽灵爆发|盛开|彗星|魔法增效|休息回复|激怒|操控|应激反应|借用|孢子|芳香诱引|移花接木|酶浓度调整|午夜噪音|极限撕裂|掠夺|暗箱操作|伪造账单,休息回复|伪造账单|借用|午夜噪音|孢子|应激反应|掠夺|操控|暗箱操作|极限撕裂|激怒|移花接木|穿膛|芳香诱引|酶浓度调整|魔法增效,,幽|恶|火|冰|翼,普通|武|水|地|电,,https://wiki.biligame.com/rocom/幻影荆棘,https://lokewangguoshijie.com/pokemon/NO.035_幻影荆棘.webp
NO.043,奇丽果,草,首领进化,首领形态,112,128,128,133,105,80,养分内循环,回合结束时，回复6能量。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|荆棘爪|霜降|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,能量炮|晒太阳|刺藤|防御|力量增效|棘突|氧输送|纤维化|顶端优势|孢子|叶绿光束|富养化|仙人掌刺击|花炮|盛开|芳香诱引|主场优势|应激反应|防反|取念|践踏|热身运动|有效预防|光能聚集|闪光|漫反射|光刃|透射|跺地|流沙|落石|钧势,主场优势|光刃|光能聚集|取念|应激反应|快速移动|有效预防|流沙|漫反射|热身运动|落石|践踏|跺地|透射|钧势|闪光|防反,水|地|光,火|冰|毒|虫|翼,水|地|电|光,火|龙|虫|翼|机械,https://wiki.biligame.com/rocom/奇丽果,https://lokewangguoshijie.com/pokemon/NO.043_奇丽果.webp
NO.048,风暴战犬,火,首领进化,首领形态,85,128,46,101,82,120,全神贯注,入场时，获得物攻+100%，每次行动后-20%。,拍击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰箭|幻象|花香|冷风|噬心|虹光冲击|离子震荡|魅惑|念力膨胀|扬沙|溃烂触碰|泡沫|风矢,防御|火苗|引燃|流星火雨|力量增效|当头棒喝|焚烧烙印|高温回火|怒火|灼伤|热身|火云车|闪燃|吞噬|借用|晒太阳|摇篮曲|闪光冲击|导电撞击|麻痹|过载回路|撕咬|贪婪|诋毁|跌落,借用|偷袭|吞噬|导电撞击|摇篮曲|撕咬|晒太阳|诋毁|贪婪|跌落|过载回路|闪光冲击|麻痹,草|冰|虫|机械,水|地,草|冰|虫|机械|萌,水|地|龙,https://wiki.biligame.com/rocom/风暴战犬,https://lokewangguoshijie.com/pokemon/NO.048_风暴战犬.webp
NO.084,女王蜂,虫|翼,首领进化,首领形态,145,50,45,42,42,40,虫群突袭,队伍中每有1只其他的虫系精灵，自己入场时获得攻防速+15%。,拍击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|幻象|花香|冷风|尾后针|虹光冲击|离子震荡|魅惑|星云漩涡|扬沙|毒沼|泡沫|鹰爪,魔法增效|虫网|鸣叫|虫茧|虫鸣|捆缚|风矢|乘风|扇风|羽化加速|翼击|虫群过境|虫群|翅刃|龙卷风|快速移动|精神扰乱|防御|借用|加固|热身运动|有效预防|倾泻|连续毒针|瘴气喷射|鸩毒|腐化|虫击|疾风刺|撕咬|掠夺,借用|倾泻|加固|快速移动|掠夺|撕咬|有效预防|热身运动|疾风刺|瘴气喷射|精神扰乱|腐化|虫击|连续毒针|追打|防御|鸩毒,,火|翼|冰|电,草|武|虫,,https://wiki.biligame.com/rocom/女王蜂,https://lokewangguoshijie.com/pokemon/NO.084_女王蜂.webp
NO.110,神谕鲨,水|翼,首领进化,首领形态,90,77,77,105,105,125,水翼飞升,己方精灵每使用1次水系技能，自己入场时获得全技能能耗-1，且能耗为0的技能威力+30%。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|魅惑|针状物|跺地|毒沼|水弹枪|风矢,魔法增效|甩水|水花四溅|风隐|回旋风暴|打湿|能量炮|借用|翼击|落雨|水炮|盐水浴|天洪|追打|快速移动|防御|消毒法|热身运动|涌泉|极寒领域|寒风吹|冰捆缚|贮藏|虫蛊|风起,冰捆缚|寒风吹|快速移动|极寒领域|消毒法|涌泉|热身运动|突袭|虫蛊|贮藏|追打|防御|风起,,电|冰,火|机械|虫|武,,https://wiki.biligame.com/rocom/神谕鲨,https://lokewangguoshijie.com/pokemon/NO.110_神谕鲨.webp
NO.115,祭礼巨像,地|幻,首领进化,首领形态,106,105,111,115,119,85,坠星,敌方每有1层星陨印记，自己的技能威力+15%。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|虹光冲击|啮合传递|甜心续航|念力膨胀|跺地|毒孢子|蓄水|羽化加速,硬化|偷师|星轨裂变|热砂|魔法增效|落石|力量增效|不动如山|陨石|超新星馈赠|坍缩|钧势|沙涌|流沙|抛石|泥浆铠甲|防御|取念|鼓劲|晒太阳|蓄势待发|恶作剧|灵媒|灵光|嘲弄|空间压迫|四维降解|多维击打|超维投射|心灵洞悉|二律背反,二律背反|取念|嘲弄|四维降解|多维击打|应激反应|心灵洞悉|恶作剧|晒太阳|灵光|灵媒|空间压迫|蓄势待发|超维投射|防御|鼓劲,,草|水|冰|机械|幽|虫,普通|火|翼|电|毒|幻,,https://wiki.biligame.com/rocom/祭礼巨像,https://lokewangguoshijie.com/pokemon/NO.115_祭礼巨像.webp
NO.117,彩虹独角兽,光,首领进化,首领形态,99,78,192,77,92,105,夺目,额外获得三个未携带的随机技能，且非光系技能威力+25%。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|折线冲击|离子震荡|魅惑|针状物|跺地|毒沼|肥皂泡|风矢,魔法增效|许愿星|虹光冲击|防御|晒太阳|天光|伺机而动|过曝|漫反射|折射|快速移动|突袭|阻断|复写|耀眼|倾泻|根吸收|叶绿光束|气泡|蓄水|极寒领域|冷风|速冻|超导|麻痹|远程访问|翼击|龙卷风|回旋风暴|羽化加速,倾泻|冷风|叶绿光束|回旋风暴|复写|极寒领域|根吸收|气泡|羽化加速|翼击|耀眼|蓄水|超导|远程访问|追打|速冻|麻痹|龙卷风,恶|幽,幽|草,恶|幻,草|冰,https://wiki.biligame.com/rocom/彩虹独角兽,https://lokewangguoshijie.com/pokemon/NO.117_彩虹独角兽.webp
NO.131,恶魔狼王,恶,首领进化,首领形态,115,121,50,91,63,120,悼亡,双方队伍中每有1只力竭的精灵，自己获得双攻+30%。,星星撞击|诋毁|升龙咆哮|球状闪电|缠丝劲|火焰箭|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,蝙蝠|撕咬|贪婪|力量增效|防御|先发制人|伪造账单|趁火打劫|力量吞噬|暗突袭|恶意逃离|撕裂|彼岸之手|借用|当头棒喝|晒太阳|有效预防|闪燃|火焰切割|怒火|龙之利爪|惊吓盒子|坟场搏击|诡刺|勾魂,借用|偷袭|勾魂|吞噬|坟场搏击|应激反应|当头棒喝|怒火|惊吓盒子|晒太阳|有效预防|火焰切割|诡刺|闪燃|龙之利爪,毒|萌|幽,光|虫|武|萌,幽|龙,光|武|恶,https://wiki.biligame.com/rocom/恶魔狼王,https://lokewangguoshijie.com/pokemon/NO.131_恶魔狼王.webp
NO.144,雪影冰灵,冰|萌,首领进化,首领形态,130,120,114,66,130,90,抓到你了,自己入场时敌方获得2层冻结，使敌方获得冻结时，也会使其获得全技能能耗+1。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|冰爪|假寐|虹光冲击|啮合传递|飞吻|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|风吹雪|霜降|当头棒喝|甜心续航|超级糖果|雾气环绕|冰墙|暴风雪|生日蛋糕|撒娇|冬至|冰晶坠|冰点|破罐破摔|碎冰冰|应激反应|无畏之心|借用|加固|瞬间零度|霜天|冷风|冰捆缚|赤子之心|爆米花爆破|击鼓传花|坍缩|星轨裂变|二律背反|双星,二律背反|借用|冰捆缚|冷风|击鼓传花|力量增效|加固|双星|坍缩|应激反应|无畏之心|星轨裂变|爆米花爆破|瞬间零度|赤子之心|霜天,,火|地|机械|毒|恶,水|冰|光|虫,,https://wiki.biligame.com/rocom/雪影冰灵,https://lokewangguoshijie.com/pokemon/NO.144_雪影冰灵.webp
NO.200,奇梦咪,萌,首领进化,首领形态,81,128,119,123,123,110,,,星星撞击|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|虹光冲击|啮合传递|魅惑|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,,主场优势|交叉闪电|击鼓传花|取念|叠势|影袭|提气|摇篮曲|气沉丹田|热身运动|电磁偏转|破防|缠丝劲|超导|过载回路|防御反击,,,,,https://wiki.biligame.com/rocom/奇梦咪,https://lokewangguoshijie.com/pokemon/NO.200_奇梦咪.webp
NO.204,伊兰龙,龙,首领进化,首领形态,112,91,190,69,99,90,游弋,蓄力时可使用任一携带技能，且获得双防+100%。,拍击|黑手|龙吼|触电|贯手|火爪|灵媒|荆棘爪|冷风|尾后针|虹光冲击|离子震荡|魅惑|针状物|跺地|毒沼|肥皂泡|风矢,魔法增效|绵里藏针|角击|防御|架势|升龙咆哮|龙吟|湮灭|龙威|怨力打击|应激反应|龙息环爆|突袭|精神扰乱|取念|氧输送|移花接木|叶绿光束|超导|过载回路|强制重启|坍缩|星轨裂变|粒子对撞|大爆炸,取念|叶绿光束|坍缩|大爆炸|强制重启|星轨裂变|氧输送|移花接木|粒子对撞|精神扰乱|超导|过载回路|阻断,龙,冰|龙|萌,草|火|水|电|翼,机械,https://wiki.biligame.com/rocom/伊兰龙,https://lokewangguoshijie.com/pokemon/NO.204_伊兰龙.webp
NO.228,波普鹿,电,首领进化,首领形态,92,99,34,108,79,120,超级电池,每入场1次，获得双攻永久+30%。,星星撞击|恶能量|升龙咆哮|触电|缠丝劲|火焰冲锋|灵媒|花香|霜降|噬心|折线冲击|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,导电撞击|过载回路|离子火花|防御|晒太阳|电弧|力量增效|先发制人|远程访问|闪击折返|增程电池|连续爪击|强制重启|借用|当头棒喝|热身运动|有效预防|倾泻|漫反射|光刃|透射|裂石|泥浆铠甲|震击|撕咬|暗突袭|贪婪,借用|倾泻|偷袭|光刃|当头棒喝|撕咬|暗突袭|有效预防|泥浆铠甲|漫反射|热身运动|裂石|贪婪|透射|震击,水|翼,地,电|翼|机械,草|地|龙|电,https://wiki.biligame.com/rocom/波普鹿,https://lokewangguoshijie.com/pokemon/NO.228_波普鹿.webp
NO.286,圣剑骑士,机械,首领进化,首领形态,187,154,148,183,183,65,宝剑王牌,仅可使用1号和3号位技能。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冷风|噬心|透射|离子震荡|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,魔法增效|防御|械斗|金属噪音|啮合传递|先发制人|休息回复|齿轮扭矩|力量增效|主轴|鼓劲|磁暴|轴承支撑|钢钻|联动装置|齿轮切开|偷袭|应激反应|取念|许愿星|有效预防|闪光冲击|漫反射|脉冲光线|天光|陨石|鸣沙陷阱|地陷|钧势|冰晶坠|冰爪,偷袭|冰晶坠|冰爪|取念|地陷|天光|应激反应|有效预防|漫反射|脉冲光线|许愿星|追打|钧势|闪光冲击|陨石|鸣沙陷阱,地|冰|萌,武|水|火,普通|草|冰|龙|毒|虫|翼|萌|机械|幻,火|水|电|机械,https://wiki.biligame.com/rocom/圣剑骑士,https://lokewangguoshijie.com/pokemon/NO.286_圣剑骑士.webp
